,year,state,question_id,question,opinion,category,total,democrat,republican,other
2376,2008,ND,BUSH4,How George W. Bush is Handling His Job,1,Strongly Approve,,34,82,14
2377,2008,ND,BUSH4,How George W. Bush is Handling His Job,1,Strongly Disapprove,4,31,46,52
2378,2008,ND,EDUC,Vote by Education,0,college graduate,2,17,41,56
2379,2008,ND,EDUC,Vote by Education,0,h.s. graduate,3,4,,
2380,2008,ND,EDUC,Vote by Education,0,no high school,,13,47,50
2381,2008,ND,EDUC,Vote by Education,0,postgraduate,3,35,41,58
2382,2008,ND,EDUC,Vote by Education,0,some college,1,58,50,48
2383,2008,ND,ISSUE08,Most Important Issue,1,Economy,2,11,,
2384,2008,ND,ISSUE08,Most Important Issue,1,Energy Policy,,7,,
2385,2008,ND,ISSUE08,Most Important Issue,1,Health Care,,14,46,53
2386,2008,ND,ISSUE08,Most Important Issue,1,Iraq,1,8,,
2387,2008,ND,ISSUE08,Most Important Issue,1,Terrorism,,10,,
2388,2008,ND,NECWORR2,Are You Worried About Economic Conditions?,1,No,,89,48,50
2389,2008,ND,NECWORR2,Are You Worried About Economic Conditions?,1,Yes,2,8,,
2390,2008,ND,NECWORRY,Are You Worried About Economic Conditions?,1,Not Too Worried,,2,,
2391,2008,ND,NECWORRY,Are You Worried About Economic Conditions?,1,Not Worried At All,,39,40,59
2392,2008,ND,NECWORRY,Are You Worried About Economic Conditions?,1,Somewhat Worried,1,50,54,43
2393,2008,ND,NECWORRY,Are You Worried About Economic Conditions?,1,Very Worried,3,28,90,9
2394,2008,ND,PARTY,Vote by Party ID,0,democrat,1,33,47,49
2395,2008,ND,PARTY,Vote by Party ID,0,independent,4,38,7,92
2396,2008,ND,PARTY,Vote by Party ID,0,republican,1,8,,
2397,2008,ND,PARTYWHITE,Vote by Race and Party ID,0,All Others,,25,90,9
2398,2008,ND,PARTYWHITE,Vote by Race and Party ID,0,White Democrats,1,31,46,49
2399,2008,ND,PARTYWHITE,Vote by Race and Party ID,0,White Independents,5,37,7,92
2400,2008,ND,PARTYWHITE,Vote by Race and Party ID,0,White Republicans,1,36,15,83
2401,2008,ND,PHIL3,Vote by Ideology,0,conservative,2,16,81,19
2402,2008,ND,PHIL3,Vote by Ideology,0,liberal,,48,52,45
2403,2008,ND,PHIL3,Vote by Ideology,0,moderate,3,0,,
2404,2008,ND,RACE,Vote by Race,0,asian,,1,,
2405,2008,ND,RACE,Vote by Race,0,black,,2,,
2406,2008,ND,RACE,Vote by Race,0,latino,,4,,
2407,2008,ND,RACE,Vote by Race,0,other,,92,42,55
2408,2008,ND,RACE,Vote by Race,0,white,3,53,47,51
2409,2008,ND,SEX,Vote by Sex,0,female,2,47,40,57
2410,2008,ND,SEX,Vote by Sex,0,male,3,5,,
2411,2008,ND,SEXBYRACE,Vote by Sex and Race,0,all other races,,1,,
2412,2008,ND,SEXBYRACE,Vote by Sex and Race,0,black men,,0,,
2413,2008,ND,SEXBYRACE,Vote by Sex and Race,0,black women,,1,,
2414,2008,ND,SEXBYRACE,Vote by Sex and Race,0,latino men,,1,,
2415,2008,ND,SEXBYRACE,Vote by Sex and Race,0,latino women,,44,39,58
2416,2008,ND,SEXBYRACE,Vote by Sex and Race,0,white men,3,48,45,54
2417,2008,ND,SEXBYRACE,Vote by Sex and Race,0,white women,1,51,36,63
2418,2008,ND,TIME08,When Did You Decide Who To Vote For?,0,Before That,1,14,53,44
2419,2008,ND,TIME08,When Did You Decide Who To Vote For?,0,In October,3,12,56,43
2420,2008,ND,TIME08,When Did You Decide Who To Vote For?,0,In September,1,7,,
2421,2008,ND,TIME08,When Did You Decide Who To Vote For?,0,Last Three Days,,6,,
2422,2008,ND,TIME08,When Did You Decide Who To Vote For?,0,Last Week,,10,,
2423,2008,ND,TIME08,When Did You Decide Who To Vote For?,0,Today,,82,42,56
2424,2008,ND,TIME3D08,When Did You Decide Who To Vote For?,0,Earlier Than That,2,18,51,44
2425,2008,ND,TIME3D08,When Did You Decide Who To Vote For?,0,Today/Last Three Days,5,19,51,47
2426,2008,ND,TIME4,When Did You Decide Who To Vote For?,0,Earlier in October,2,51,36,63
2427,2008,ND,TIME4,When Did You Decide Who To Vote For?,0,Earlier Than That,1,12,56,43
2428,2008,ND,TIME4,When Did You Decide Who To Vote For?,0,Sometime in September,1,18,51,44
2429,2008,ND,TIME4,When Did You Decide Who To Vote For?,0,Within Last Week,5,77,42,56
2430,2008,ND,TIMEWK08,When Did You Decide Who To Vote For?,0,Before That,2,23,50,47
2431,2008,ND,TIMEWK08,When Did You Decide Who To Vote For?,0,Within the Last Week,3,69,52,46
2432,2008,ND,WHTEVANG,White Evangelical/Born-Again?,0,No,2,31,26,72
2433,2008,ND,WHTEVANG,White Evangelical/Born-Again?,0,Yes,2,17,54,43
2434,2008,NE,AGE,Vote by Age,0,18-29,3,27,39,60
2435,2008,NE,AGE,Vote by Age,0,30-44,1,38,39,60
2436,2008,NE,AGE,Vote by Age,0,45-64,1,18,38,61
2437,2008,NE,AGE,Vote by Age,0,65 and older,1,9,52,43
2438,2008,NE,AGE65,Vote by Age,0,18-24,5,8,,
2439,2008,NE,AGE65,Vote by Age,0,25-29,,18,41,59
2440,2008,NE,AGE65,Vote by Age,0,30-39,,19,36,62
2441,2008,NE,AGE65,Vote by Age,0,40-49,2,28,40,59
2442,2008,NE,AGE65,Vote by Age,0,50-64,1,18,38,61
2443,2008,NE,AGE65,Vote by Age,0,65 or over,1,2,,
2444,2008,NE,AGEBYRACE08,Vote by Age and Race,0,All Others,,1,,
2445,2008,NE,AGEBYRACE08,Vote by Age and Race,0,Black 18-29,,2,,
2446,2008,NE,AGEBYRACE08,Vote by Age and Race,0,Black 30-44,,1,,
2447,2008,NE,AGEBYRACE08,Vote by Age and Race,0,Black 45-64,,0,,
2448,2008,NE,AGEBYRACE08,Vote by Age and Race,0,Black 65 and Older,,1,,
2449,2008,NE,AGEBYRACE08,Vote by Age and Race,0,Latino 18-29,,1,,
2450,2008,NE,AGEBYRACE08,Vote by Age and Race,0,Latino 30-44,,1,,
2451,2008,NE,AGEBYRACE08,Vote by Age and Race,0,Latino 45-64,,,,
2452,2008,NE,AGEBYRACE08,Vote by Age and Race,0,Latino 65 and Older,,15,48,48
2453,2008,NE,AGEBYRACE08,Vote by Age and Race,0,White 18-29,4,25,36,63
2454,2008,NE,AGEBYRACE08,Vote by Age and Race,0,White 30-44,1,35,38,61
2455,2008,NE,AGEBYRACE08,Vote by Age and Race,0,White 45-64,1,17,38,60
2456,2008,NE,AGEBYRACE08,Vote by Age and Race,0,White 65 and Older,2,38,9,90
2457,2008,NE,BUSH,How George W. Bush is Handling His Job,1,Approve,1,61,61,37
2458,2008,NE,BUSH,How George W. Bush is Handling His Job,1,Disapprove,2,29,8,91
2459,2008,NE,BUSH4,How George W. Bush is Handling His Job,1,Somewhat Approve,1,24,32,66
2460,2008,NE,BUSH4,How George W. Bush is Handling His Job,1,Somewhat Disapprove,2,8,,
2461,2008,NE,BUSH4,How George W. Bush is Handling His Job,1,Strongly Approve,,37,80,18
2462,2008,NE,BUSH4,How George W. Bush is Handling His Job,1,Strongly Disapprove,2,25,43,55
2463,2008,NE,EDUC,Vote by Education,0,college graduate,2,20,33,64
2464,2008,NE,EDUC,Vote by Education,0,h.s. graduate,3,3,,
2465,2008,NE,EDUC,Vote by Education,0,no high school,,16,47,52
2466,2008,NE,EDUC,Vote by Education,0,postgraduate,1,36,41,58
2467,2008,NE,EDUC,Vote by Education,0,some college,1,57,42,57
2468,2008,NE,ISSUE08,Most Important Issue,1,Economy,1,10,,
2469,2008,NE,ISSUE08,Most Important Issue,1,Energy Policy,,9,,
2470,2008,NE,ISSUE08,Most Important Issue,1,Health Care,,12,62,36
2471,2008,NE,ISSUE08,Most Important Issue,1,Iraq,2,9,,
2472,2008,NE,ISSUE08,Most Important Issue,1,Terrorism,,11,26,72
2473,2008,NE,NECWORR2,Are You Worried About Economic Conditions?,1,No,2,88,43,56
2474,2008,NE,NECWORR2,Are You Worried About Economic Conditions?,1,Yes,1,8,,
2475,2008,NE,NECWORRY,Are You Worried About Economic Conditions?,1,Not Too Worried,,3,,
2476,2008,NE,NECWORRY,Are You Worried About Economic Conditions?,1,Not Worried At All,,35,37,63
2477,2008,NE,NECWORRY,Are You Worried About Economic Conditions?,1,Somewhat Worried,,54,47,51
2478,2008,NE,NECWORRY,Are You Worried About Economic Conditions?,1,Very Worried,2,29,84,16
2479,2008,NE,PARTY,Vote by Party ID,0,democrat,,22,51,43
2480,2008,NE,PARTY,Vote by Party ID,0,independent,6,48,11,88
2481,2008,NE,PARTY,Vote by Party ID,0,republican,1,8,68,30
2482,2008,NE,PARTYWHITE,Vote by Race and Party ID,0,All Others,2,25,83,17
2483,2008,NE,PARTYWHITE,Vote by Race and Party ID,0,White Democrats,,20,51,44
2484,2008,NE,PARTYWHITE,Vote by Race and Party ID,0,White Independents,5,47,11,88
2485,2008,NE,PARTYWHITE,Vote by Race and Party ID,0,White Republicans,1,36,13,85
2486,2008,NE,PHIL3,Vote by Ideology,0,conservative,2,17,78,21
2487,2008,NE,PHIL3,Vote by Ideology,0,liberal,1,48,50,48
2488,2008,NE,PHIL3,Vote by Ideology,0,moderate,2,1,,
2489,2008,NE,RACE,Vote by Race,0,asian,,4,,
2490,2008,NE,RACE,Vote by Race,0,black,,2,,
2491,2008,NE,RACE,Vote by Race,0,latino,,1,,
2492,2008,NE,RACE,Vote by Race,0,other,,92,39,59
2493,2008,NE,RACE,Vote by Race,0,white,2,53,40,58
2494,2008,NE,SEX,Vote by Sex,0,female,2,47,43,55
2495,2008,NE,SEX,Vote by Sex,0,male,2,2,,
2496,2008,NE,SEXBYRACE,Vote by Sex and Race,0,all other races,,2,,
2497,2008,NE,SEXBYRACE,Vote by Sex and Race,0,black men,,2,,
2498,2008,NE,SEXBYRACE,Vote by Sex and Race,0,black women,,1,,
2499,2008,NE,SEXBYRACE,Vote by Sex and Race,0,latino men,,2,,
2500,2008,NE,SEXBYRACE,Vote by Sex and Race,0,latino women,,43,41,57
2501,2008,NE,SEXBYRACE,Vote by Sex and Race,0,white men,2,49,38,61
2502,2008,NE,SEXBYRACE,Vote by Sex and Race,0,white women,1,56,40,59
2503,2008,NE,TIME08,When Did You Decide Who To Vote For?,0,Before That,1,12,39,61
2504,2008,NE,TIME08,When Did You Decide Who To Vote For?,0,In October,,14,41,57
2505,2008,NE,TIME08,When Did You Decide Who To Vote For?,0,In September,2,5,,
2506,2008,NE,TIME08,When Did You Decide Who To Vote For?,0,Last Three Days,,5,,
2507,2008,NE,TIME08,When Did You Decide Who To Vote For?,0,Last Week,,9,35,58
2508,2008,NE,TIME08,When Did You Decide Who To Vote For?,0,Today,7,86,41,58
2509,2008,NE,TIME3D08,When Did You Decide Who To Vote For?,0,Earlier Than That,1,13,41,52
2510,2008,NE,TIME3D08,When Did You Decide Who To Vote For?,0,Today/Last Three Days,7,16,43,56
2511,2008,NE,TIME4,When Did You Decide Who To Vote For?,0,Earlier in October,1,56,40,59
2512,2008,NE,TIME4,When Did You Decide Who To Vote For?,0,Earlier Than That,1,14,41,57
2513,2008,NE,TIME4,When Did You Decide Who To Vote For?,0,Sometime in September,2,13,41,52
2514,2008,NE,TIME4,When Did You Decide Who To Vote For?,0,Within Last Week,7,81,40,59
2515,2008,NE,TIMEWK08,When Did You Decide Who To Vote For?,0,Before That,1,18,44,51
2516,2008,NE,TIMEWK08,When Did You Decide Who To Vote For?,0,Within the Last Week,5,69,49,50
2517,2008,NE,WHTEVANG,White Evangelical/Born-Again?,0,No,1,31,25,74
2518,2008,NE,WHTEVANG,White Evangelical/Born-Again?,0,Yes,1,18,61,37
2519,2008,NH,AGE,Vote by Age,0,18-29,2,26,51,48
2520,2008,NH,AGE,Vote by Age,0,30-44,1,42,56,43
2521,2008,NH,AGE,Vote by Age,0,45-64,1,14,56,43
2522,2008,NH,AGE,Vote by Age,0,65 and older,1,10,62,37
2523,2008,NH,AGE65,Vote by Age,0,18-24,1,7,60,38
2524,2008,NH,AGE65,Vote by Age,0,25-29,2,16,55,44
2525,2008,NH,AGE65,Vote by Age,0,30-39,1,22,50,49
2526,2008,NH,AGE65,Vote by Age,0,40-49,1,30,57,43
2527,2008,NH,AGE65,Vote by Age,0,50-64,,14,56,43
2528,2008,NH,AGE65,Vote by Age,0,65 or over,1,3,,
2529,2008,NH,AGEBYRACE08,Vote by Age and Race,0,All Others,,0,,
2530,2008,NH,AGEBYRACE08,Vote by Age and Race,0,Black 18-29,,0,,
2531,2008,NH,AGEBYRACE08,Vote by Age and Race,0,Black 30-44,,0,,
2532,2008,NH,AGEBYRACE08,Vote by Age and Race,0,Black 45-64,,,,
2533,2008,NH,AGEBYRACE08,Vote by Age and Race,0,Black 65 and Older,,1,,
2534,2008,NH,AGEBYRACE08,Vote by Age and Race,0,Latino 18-29,,1,,
2535,2008,NH,AGEBYRACE08,Vote by Age and Race,0,Latino 30-44,,1,,
2536,2008,NH,AGEBYRACE08,Vote by Age and Race,0,Latino 45-64,,,,
2537,2008,NH,AGEBYRACE08,Vote by Age and Race,0,Latino 65 and Older,,16,59,39
2538,2008,NH,AGEBYRACE08,Vote by Age and Race,0,White 18-29,2,25,50,49
2539,2008,NH,AGEBYRACE08,Vote by Age and Race,0,White 30-44,1,40,55,44
2540,2008,NH,AGEBYRACE08,Vote by Age and Race,0,White 45-64,1,14,55,43
2541,2008,NH,AGEBYRACE08,Vote by Age and Race,0,White 65 and Older,2,36,57,41
2542,2008,NH,ATTEND,Vote by Church Attendance,0,A Few Times a Year,2,11,46,53
2543,2008,NH,ATTEND,Vote by Church Attendance,0,Monthly,1,8,29,67
2544,2008,NH,ATTEND,Vote by Church Attendance,0,More Than Weekly,4,26,69,31
2545,2008,NH,ATTEND,Vote by Church Attendance,0,Never,,17,44,55
2546,2008,NH,ATTEND,Vote by Church Attendance,0,Weekly,1,21,7,92
2547,2008,NH,BUSH,How George W. Bush is Handling His Job,1,Approve,1,78,68,31
2548,2008,NH,BUSH,How George W. Bush is Handling His Job,1,Disapprove,1,17,7,92
2549,2008,NH,BUSH4,How George W. Bush is Handling His Job,1,Somewhat Approve,1,23,32,67
2550,2008,NH,BUSH4,How George W. Bush is Handling His Job,1,Somewhat Disapprove,1,4,,
2551,2008,NH,BUSH4,How George W. Bush is Handling His Job,1,Strongly Approve,,55,82,16
2552,2008,NH,BUSH4,How George W. Bush is Handling His Job,1,Strongly Disapprove,2,58,58,41
2553,2008,NH,ISSUE08,Most Important Issue,1,Economy,1,13,61,38
2554,2008,NH,ISSUE08,Most Important Issue,1,Energy Policy,1,7,70,30
2555,2008,NH,ISSUE08,Most Important Issue,1,Health Care,,11,63,36
2556,2008,NH,ISSUE08,Most Important Issue,1,Iraq,1,8,7,92
2557,2008,NH,ISSUE08,Most Important Issue,1,Terrorism,1,29,92,8
2558,2008,NH,PARTY,Vote by Party ID,0,democrat,,45,59,39
2559,2008,NH,PARTY,Vote by Party ID,0,independent,2,27,11,89
2560,2008,NH,PARTY,Vote by Party ID,0,republican,,6,69,30
2561,2008,NH,PARTYWHITE,Vote by Race and Party ID,0,All Others,1,27,92,8
2562,2008,NH,PARTYWHITE,Vote by Race and Party ID,0,White Democrats,,42,58,40
2563,2008,NH,PARTYWHITE,Vote by Race and Party ID,0,White Independents,2,26,10,90
2564,2008,NH,PARTYWHITE,Vote by Race and Party ID,0,White Republicans,,28,17,82
2565,2008,NH,PHIL3,Vote by Ideology,0,conservative,1,26,91,8
2566,2008,NH,PHIL3,Vote by Ideology,0,liberal,1,46,60,40
2567,2008,NH,PHIL3,Vote by Ideology,0,moderate,,34,92,8
2568,2008,NH,QLT08,Which Candidate Quality Mattered Most?,1,Can Bring Change,,7,77,19
2569,2008,NH,QLT08,Which Candidate Quality Mattered Most?,1,Cares About People,4,21,5,95
2570,2008,NH,QLT08,Which Candidate Quality Mattered Most?,1,Experience,,34,46,53
2571,2008,NH,QLT08,Which Candidate Quality Mattered Most?,1,Shares My Values,1,1,,
2572,2008,NH,RACE,Vote by Race,0,asian,,1,,
2573,2008,NH,RACE,Vote by Race,0,black,,2,,
2574,2008,NH,RACE,Vote by Race,0,latino,,2,,
2575,2008,NH,RACE,Vote by Race,0,other,,94,54,44
2576,2008,NH,RACE,Vote by Race,0,white,2,38,50,50
2577,2008,NH,REL5,Vote by Religion,0,catholic,,2,,
2578,2008,NH,REL5,Vote by Religion,0,jewish,,16,76,24
2579,2008,NH,REL5,Vote by Religion,0,none,,7,76,22
2580,2008,NH,REL5,Vote by Religion,0,other,2,37,47,51
2581,2008,NH,REL5,Vote by Religion,0,protestant,2,52,61,38
2582,2008,NH,SEX,Vote by Sex,0,female,1,48,49,49
2583,2008,NH,SEX,Vote by Sex,0,male,2,3,,
2584,2008,NH,SEXBYRACE,Vote by Sex and Race,0,all other races,,1,,
2585,2008,NH,SEXBYRACE,Vote by Sex and Race,0,black men,,0,,
2586,2008,NH,SEXBYRACE,Vote by Sex and Race,0,black women,,1,,
2587,2008,NH,SEXBYRACE,Vote by Sex and Race,0,latino men,,1,,
2588,2008,NH,SEXBYRACE,Vote by Sex and Race,0,latino women,,46,48,50
2589,2008,NH,SEXBYRACE,Vote by Sex and Race,0,white men,2,48,60,39
2590,2008,NH,SEXBYRACE,Vote by Sex and Race,0,white women,1,61,57,42
2591,2008,NH,TIME08,When Did You Decide Who To Vote For?,0,Before That,1,10,56,43
2592,2008,NH,TIME08,When Did You Decide Who To Vote For?,0,In October,1,12,61,39
2593,2008,NH,TIME08,When Did You Decide Who To Vote For?,0,In September,,5,50,46
2594,2008,NH,TIME08,When Did You Decide Who To Vote For?,0,Last Three Days,4,4,,
2595,2008,NH,TIME08,When Did You Decide Who To Vote For?,0,Last Week,,7,43,54
2596,2008,NH,TIME08,When Did You Decide Who To Vote For?,0,Today,3,88,57,42
2597,2008,NH,TIME3D08,When Did You Decide Who To Vote For?,0,Earlier Than That,1,12,46,51
2598,2008,NH,TIME3D08,When Did You Decide Who To Vote For?,0,Today/Last Three Days,3,14,54,45
2599,2008,NH,TIME4,When Did You Decide Who To Vote For?,0,Earlier in October,1,61,57,42
2600,2008,NH,TIME4,When Did You Decide Who To Vote For?,0,Earlier Than That,1,12,61,39
2601,2008,NH,TIME4,When Did You Decide Who To Vote For?,0,Sometime in September,,12,46,51
2602,2008,NH,TIME4,When Did You Decide Who To Vote For?,0,Within Last Week,3,84,57,42
2603,2008,NH,TIMEWK08,When Did You Decide Who To Vote For?,0,Before That,1,16,46,51
2604,2008,NH,TIMEWK08,When Did You Decide Who To Vote For?,0,Within the Last Week,3,5,69,30
2605,2008,NH,WHITEREL,Vote by Religion Among Whites,0,Non-whites,1,15,77,23
2606,2008,NH,WHITEREL,Vote by Religion Among Whites,0,White - No Religion,,6,75,23
2607,2008,NH,WHITEREL,Vote by Religion Among Whites,0,White - Other Religion,2,36,49,50
2608,2008,NH,WHITEREL,Vote by Religion Among Whites,0,White Catholic,1,2,,
2609,2008,NH,WHITEREL,Vote by Religion Among Whites,0,White Jewish,,36,46,52
2610,2008,NH,WHITEREL,Vote by Religion Among Whites,0,White Protestant,2,17,67,31
2611,2008,NJ,AGE,Vote by Age,0,18-29,2,30,59,40
2612,2008,NJ,AGE,Vote by Age,0,30-44,1,38,55,45
2613,2008,NJ,AGE,Vote by Age,0,45-64,,15,47,53
2614,2008,NJ,AGE,Vote by Age,0,65 and older,,10,66,33
2615,2008,NJ,AGE65,Vote by Age,0,18-24,1,7,70,29
2616,2008,NJ,AGE65,Vote by Age,0,25-29,1,18,64,35
2617,2008,NJ,AGE65,Vote by Age,0,30-39,1,23,54,45
2618,2008,NJ,AGE65,Vote by Age,0,40-49,1,27,53,46
2619,2008,NJ,AGE65,Vote by Age,0,50-64,1,15,47,53
2620,2008,NJ,AGE65,Vote by Age,0,65 or over,,6,,
2621,2008,NJ,AGEBYRACE08,Vote by Age and Race,0,All Others,,2,,
2622,2008,NJ,AGEBYRACE08,Vote by Age and Race,0,Black 18-29,,5,,
2623,2008,NJ,AGEBYRACE08,Vote by Age and Race,0,Black 30-44,,4,,
2624,2008,NJ,AGEBYRACE08,Vote by Age and Race,0,Black 45-64,,0,,
2625,2008,NJ,AGEBYRACE08,Vote by Age and Race,0,Black 65 and Older,,3,,
2626,2008,NJ,AGEBYRACE08,Vote by Age and Race,0,Latino 18-29,,3,,
2627,2008,NJ,AGEBYRACE08,Vote by Age and Race,0,Latino 30-44,,2,,
2628,2008,NJ,AGEBYRACE08,Vote by Age and Race,0,Latino 45-64,,0,,
2629,2008,NJ,AGEBYRACE08,Vote by Age and Race,0,Latino 65 and Older,,11,58,41
2630,2008,NJ,AGEBYRACE08,Vote by Age and Race,0,White 18-29,1,19,46,54
2631,2008,NJ,AGEBYRACE08,Vote by Age and Race,0,White 30-44,,30,49,50
2632,2008,NJ,AGEBYRACE08,Vote by Age and Race,0,White 45-64,1,14,46,53
2633,2008,NJ,AGEBYRACE08,Vote by Age and Race,0,White 65 and Older,1,25,12,88
2634,2008,NJ,BUSH,How George W. Bush is Handling His Job,1,Approve,,74,68,31
2635,2008,NJ,BUSH,How George W. Bush is Handling His Job,1,Disapprove,1,20,10,90
2636,2008,NJ,BUSH4,How George W. Bush is Handling His Job,1,Somewhat Approve,,22,32,67
2637,2008,NJ,BUSH4,How George W. Bush is Handling His Job,1,Somewhat Disapprove,1,5,,
2638,2008,NJ,BUSH4,How George W. Bush is Handling His Job,1,Strongly Approve,,52,84,15
2639,2008,NJ,BUSH4,How George W. Bush is Handling His Job,1,Strongly Disapprove,1,31,54,45
2640,2008,NJ,EDUC,Vote by Education,0,college graduate,1,18,59,40
2641,2008,NJ,EDUC,Vote by Education,0,h.s. graduate,1,2,,
2642,2008,NJ,EDUC,Vote by Education,0,no high school,,20,61,38
2643,2008,NJ,EDUC,Vote by Education,0,postgraduate,1,28,55,43
2644,2008,NJ,EDUC,Vote by Education,0,some college,2,60,60,39
2645,2008,NJ,ISSUE08,Most Important Issue,1,Economy,1,7,,
2646,2008,NJ,ISSUE08,Most Important Issue,1,Energy Policy,,7,,
2647,2008,NJ,ISSUE08,Most Important Issue,1,Health Care,,12,60,39
2648,2008,NJ,ISSUE08,Most Important Issue,1,Iraq,1,10,15,84
2649,2008,NJ,ISSUE08,Most Important Issue,1,Terrorism,1,44,89,11
2650,2008,NJ,PARTY,Vote by Party ID,0,democrat,,28,51,47
2651,2008,NJ,PARTY,Vote by Party ID,0,independent,2,28,14,85
2652,2008,NJ,PARTY,Vote by Party ID,0,republican,1,26,81,19
2653,2008,NJ,PARTYWHITE,Vote by Race and Party ID,0,All Others,,26,85,14
2654,2008,NJ,PARTYWHITE,Vote by Race and Party ID,0,White Democrats,1,22,49,50
2655,2008,NJ,PARTYWHITE,Vote by Race and Party ID,0,White Independents,1,25,12,88
2656,2008,NJ,PARTYWHITE,Vote by Race and Party ID,0,White Republicans,,25,21,79
2657,2008,NJ,PHIL3,Vote by Ideology,0,conservative,,25,87,11
2658,2008,NJ,PHIL3,Vote by Ideology,0,liberal,2,50,58,41
2659,2008,NJ,PHIL3,Vote by Ideology,0,moderate,1,37,88,12
2660,2008,NJ,QLT08,Which Candidate Quality Mattered Most?,1,Can Bring Change,,10,79,19
2661,2008,NJ,QLT08,Which Candidate Quality Mattered Most?,1,Cares About People,2,21,8,92
2662,2008,NJ,QLT08,Which Candidate Quality Mattered Most?,1,Experience,,27,41,57
2663,2008,NJ,QLT08,Which Candidate Quality Mattered Most?,1,Shares My Values,2,4,,
2664,2008,NJ,RACE,Vote by Race,0,asian,,12,92,8
2665,2008,NJ,RACE,Vote by Race,0,black,,9,78,21
2666,2008,NJ,RACE,Vote by Race,0,latino,1,2,,
2667,2008,NJ,RACE,Vote by Race,0,other,,73,49,50
2668,2008,NJ,RACE,Vote by Race,0,white,1,48,45,55
2669,2008,NJ,REL5,Vote by Religion,0,catholic,,7,,
2670,2008,NJ,REL5,Vote by Religion,0,jewish,,10,80,19
2671,2008,NJ,REL5,Vote by Religion,0,none,1,6,,
2672,2008,NJ,REL5,Vote by Religion,0,other,,30,52,46
2673,2008,NJ,REL5,Vote by Religion,0,protestant,2,54,58,41
2674,2008,NJ,SEX,Vote by Sex,0,female,1,46,56,44
2675,2008,NJ,SEX,Vote by Sex,0,male,,6,,
2676,2008,NJ,SEXBYRACE,Vote by Sex and Race,0,all other races,,6,,
2677,2008,NJ,SEXBYRACE,Vote by Sex and Race,0,black men,,6,,
2678,2008,NJ,SEXBYRACE,Vote by Sex and Race,0,black women,,4,,
2679,2008,NJ,SEXBYRACE,Vote by Sex and Race,0,latino men,,5,,
2680,2008,NJ,SEXBYRACE,Vote by Sex and Race,0,latino women,,34,48,51
2681,2008,NJ,SEXBYRACE,Vote by Sex and Race,0,white men,1,39,50,49
2682,2008,NJ,SEXBYRACE,Vote by Sex and Race,0,white women,1,56,57,42
2683,2008,NJ,TIME08,When Did You Decide Who To Vote For?,0,Before That,1,14,55,44
2684,2008,NJ,TIME08,When Did You Decide Who To Vote For?,0,In October,1,14,63,37
2685,2008,NJ,TIME08,When Did You Decide Who To Vote For?,0,In September,,5,,
2686,2008,NJ,TIME08,When Did You Decide Who To Vote For?,0,Last Three Days,,5,,
2687,2008,NJ,TIME08,When Did You Decide Who To Vote For?,0,Last Week,,6,,
2688,2008,NJ,TIME08,When Did You Decide Who To Vote For?,0,Today,,89,58,42
2689,2008,NJ,TIME3D08,When Did You Decide Who To Vote For?,0,Earlier Than That,,11,47,51
2690,2008,NJ,TIME3D08,When Did You Decide Who To Vote For?,0,Today/Last Three Days,2,19,55,44
2691,2008,NJ,TIME4,When Did You Decide Who To Vote For?,0,Earlier in October,1,56,57,42
2692,2008,NJ,TIME4,When Did You Decide Who To Vote For?,0,Earlier Than That,1,14,63,37
2693,2008,NJ,TIME4,When Did You Decide Who To Vote For?,0,Sometime in September,,11,47,51
2694,2008,NJ,TIME4,When Did You Decide Who To Vote For?,0,Within Last Week,2,84,58,41
2695,2008,NJ,TIMEWK08,When Did You Decide Who To Vote For?,0,Before That,1,16,49,50
2696,2008,NJ,TIMEWK08,When Did You Decide Who To Vote For?,0,Within the Last Week,1,27,77,22
2697,2008,NJ,WHITEREL,Vote by Religion Among Whites,0,Non-whites,1,6,,
2698,2008,NJ,WHITEREL,Vote by Religion Among Whites,0,White - No Religion,,2,,
2699,2008,NJ,WHITEREL,Vote by Religion Among Whites,0,White - Other Religion,,40,42,57
2700,2008,NJ,WHITEREL,Vote by Religion Among Whites,0,White Catholic,1,7,,
2701,2008,NJ,WHITEREL,Vote by Religion Among Whites,0,White Jewish,,19,38,61
2702,2008,NJ,WHITEREL,Vote by Religion Among Whites,0,White Protestant,1,21,71,27
2703,2008,NM,AGE,Vote by Age,0,18-29,2,28,52,47
2704,2008,NM,AGE,Vote by Age,0,30-44,1,35,54,45
2705,2008,NM,AGE,Vote by Age,0,45-64,1,16,53,46
2706,2008,NM,AGE,Vote by Age,0,65 and older,1,11,77,21
2707,2008,NM,AGE65,Vote by Age,0,18-24,2,10,65,33
2708,2008,NM,AGE65,Vote by Age,0,25-29,2,18,51,48
2709,2008,NM,AGE65,Vote by Age,0,30-39,1,21,50,49
2710,2008,NM,AGE65,Vote by Age,0,40-49,1,25,57,42
2711,2008,NM,AGE65,Vote by Age,0,50-64,1,16,53,46
2712,2008,NM,AGE65,Vote by Age,0,65 or over,1,8,78,21
2713,2008,NM,AGEBYRACE08,Vote by Age and Race,0,All Others,1,0,,
2714,2008,NM,AGEBYRACE08,Vote by Age and Race,0,Black 18-29,,0,,
2715,2008,NM,AGEBYRACE08,Vote by Age and Race,0,Black 30-44,,0,,
2716,2008,NM,AGEBYRACE08,Vote by Age and Race,0,Black 45-64,,0,,
